name,url,remote_testing,adaptive,duration,test_types,description,downloads
OPQ Premium Plus Report,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report/,Yes,No,,Personality & Behavior,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.",Sample Report: https://service.shl.com/docs/SHL OPQ32 Premium Plus Report.pdf
OPQ Premium Plus Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report-2-0/,Yes,No,,Personality & Behavior,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.",Sample Report: https://service.shl.com/docs/OPQ Premium Plus 2.0 International English.pdf
OPQ Profile Report,https://www.shl.com/solutions/products/product-catalog/view/opq-profile-report/,Yes,No,,Personality & Behavior,"This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2  English International.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Profile (TC Version) English International.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 French (Canada).pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Spanish (North America).pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2  English (US).pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Profile (TC Version) English (US).pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Arabic.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Profile (TC Version) Arabic.pdf | Sample  Report: https://service.shl.com/docs/OPQ Profile Chart v2 Chinese Traditional.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2  Chinese Simplified.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Profile (TC Version) Chinese Simplified.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Indonesian.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Japanese.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Korean.pdf | Sample Report: https://service.shl.com/docs/opq VIT PROFILE REPORT.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Dutch (Belgium).pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2  French (Belgium).pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Czech.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_OPQ32ProfileReport_Danish.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Dutch.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Profile (TC Version) Dutch.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Estonian.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_OPQ32ProfileReport_Finnish.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 French.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Profile (TC Version) French.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2  German.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Profile (TC Version) German.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Greek.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Hungarian.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Italian.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Profile (TC Version) Italian.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Latvian.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Lithuanian.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_OPQ32ProfileReport_Norwegain.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Polish.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Portuguese.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Romanian.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Russian.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Serbian.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Slovakian.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Spanish.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_OPQ32ProfileReport_Swedish.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Turkish.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Icelandic.pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2  Portuguese (Brazil).pdf | Sample Report: https://service.shl.com/docs/OPQ Profile Chart v2 Thai.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate1_OPQ32Profile_MAL.pdf
OPQ Team Impact Group Development Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-group-development-report/,Yes,No,,Personality & Behavior,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.
“IMPORTANT! Please note that for a sample report contact Managed Services"".",
OPQ Team Impact Individual Development Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-individual-development-report/,Yes,No,,Personality & Behavior,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.",Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report UKE.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report LAS.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report USE.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report DAN.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report NED.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report FIN.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report NOR.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report SVE.pdf
OPQ Team Impact Selection Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-selection-report/,Yes,No,,Personality & Behavior,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.",Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 English International.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 Spanish (North America).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 English (US).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 Danish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 Dutch.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 Finnish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 Norwegian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 Swedish.pdf
OPQ Team Types & Leadership Styles Profile,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,Yes,No,,Personality & Behavior,This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.,Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 English International.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 French (Canada).pdf | Sample Report: https://service.shl.com/docs/OPQ32 TT and LS ProfileStd v2.0 Spanish North Am.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 English (US).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Dutch (Flemish).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 French (Belgium).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Danish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 French.pdf | Sample Report: https://service.shl.com/docs/OPQ Team Types & Leadership Styles Profile Sample Report (German 2023).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Italian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Norwegian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Portuguese.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Swedish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Turkish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Portuguese (Brazil).pdf
OPQ Team Types and Leadership Styles Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,Yes,No,,Personality & Behavior,This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.,Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles Report Std v2 English International.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles Report Std v2 French (Canada).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles Report Std v2 Spanish (North America).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles Report Std v2 English (US).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles Report Std v2 Danish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles Report Std v2 Dutch.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles Report Std v2 Finnish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles Report Std v2 French.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles Report Std v2 Italian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles Report Std v2 Norwegian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles Report Std v2 Portuguese.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles Report Std v2 Portuguese (Brazil).pdf
OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report/,Yes,No,,Personality & Behavior,"This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) English International.pdf | Sample Report - TC Version: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) English International.pdf | Fact Sheet: https://service.shl.com/docs/UCF_Development_Action_Planner_Report_Fact_Sheet.pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Spanish (North America).pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) English (US).pdf | Sample Report - TC Version: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) English (US).pdf | Sample Report: https://service.shl.com/docs/OPQ DAP UCF Arabic Sample Report.pdf | Sample Report - TC Version: https://service.shl.com/docs/Sample_Candidate_sample.candidate@abc.com_OPQ32DevelopmentandActionPlanner(UCF)_1017615_Chinese_Traditional.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_Sample.Candidate@shl.com_OPQ32DevelopmentandActionPlanner(UCF).pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Chinese Simplified.pdf | Sample Report - TC Version: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) Chinese Simplified.pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Japanese.pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Planner Report Korean.pdf | Sample Report: https://service.shl.com/docs/OPQ VIT development and action planner report.pdf | Sample Report: https://service.shl.com/docs/Sample Report  OPQ UCF DAP Czech.pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Danish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Dutch.pdf | Sample Report - TC Version: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) Dutch.pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Finnish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) French.pdf | Sample Report - TC Version: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) French.pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) German.pdf | Sample Report - TC Version: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) German.pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Italian.pdf | Sample Report - TC Version: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (TC Version) Italian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Norwegian.pdf | Sample Report: https://service.shl.com/docs/Candidate_Sample123_Samplereport@candidate.com_OPQ32DevelopmentandActionPlanner(UCF)_1078731.pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Portuguese.pdf | Sample Report: https://service.shl.com/docs/Candidate_Sample123_Samplereport@candidate.com_OPQ32DevelopmentandActionPlanner(UCF)_1078731 (3).pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Swedish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 UCF Development Action Planner (soda) Portuguese (Brazil).pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate1_OPQ32DevelopmentandActionPlanner(UCF)_MAL.pdf
OPQ UCF Development Action Planner Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,Yes,No,,Personality & Behavior,"This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations.",Sample Report: https://service.shl.com/docs/Development Action Planner 2.0 International English.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner 2.0 Canadian French.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner 2.0 LA Spanish.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner 2.0 US English.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner 2.0 Japanese.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner Report 2.0 Finnish.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner 2.0 French.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner 2.0 German.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner 2.0 Italian.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner 2.0 Norwegian.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner Report 2.0 Serbian.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner 2.0 Swedish.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner 2.0 Brazilian Portuguese.pdf | Sample Report: https://service.shl.com/docs/Development Action Planner 2.0 Thai.pdf
OPQ Universal Competency Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report/,Yes,No,,Personality & Behavior,"This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical way of behaving is likely to impact on competencies.  It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",Product Fact Sheet: https://service.shl.com/docs/OPQ_Universal_Competency_Report_Fact_Sheet.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report English International.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) English International.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report French (Canada).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Spanish ( North America ).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report English (US).pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) English (US).pdf | Sample Report: https://service.shl.com/docs/OPQ Universal Competency Report_Arabic.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Chinese Traditional.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Chinese Simplified.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) Chinese Simplified.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Indonesian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Japanese.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Korean.pdf | Sample Report: https://service.shl.com/docs/OPQ UNIVERSAL COMPETENCY REPORT VIT.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Czech.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_OPQ32UniversalCompetencyReport_Danish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Dutch.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) Dutch.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_OPQ32UniversalCompetencyReport_Finnish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report French.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) French.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report German.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) German.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Greek.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Hungarian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Italian.pdf | Sample Report TC Version: https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) Italian.pdf | Sample Report: https://service.shl.com/docs/OPQ Universal Competency Report_Latvian.pdf.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_OPQ32UniversalCompetencyReport_Norwegain.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Polish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Portuguese.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Romanian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Russian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Serbian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Slovakian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Spanish.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate_OPQ32UniversalCompetencyReport_Swedish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Turkish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Icelandic.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Portuguese (Brazil).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Universal Competency Report Thai.pdf | Sample Report: https://service.shl.com/docs/Sample_Candidate1_OPQ32UniversalCompetencyReport_MAL.pdf
OPQ Universal Competency Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report-2-0/,Yes,No,,Personality & Behavior,This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical way of behaving is likely to impact on competencies.  It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.,Sample Report: https://service.shl.com/docs/Universal Competency Report 2.0 International English.pdf | Sample Report: https://service.shl.com/docs/Universal Competency Report 2.0 LA Spanish.pdf | Sample Report: https://service.shl.com/docs/OPQ Universal Competency Report 2.0 US English (1).pdf | Sample Report: https://service.shl.com/docs/Universal Competency Report 2.0 Japanese.pdf | Sample Report: https://service.shl.com/docs/Universal Competency Report 2.0 French.pdf | Sample Report: https://service.shl.com/docs/Universal Competency Report 2.0 German.pdf | Sample Report: https://service.shl.com/docs/Universal Competency Report 2.0 Italian.pdf | Sample Report: https://service.shl.com/docs/Universal Competency Report 2.0 Swedish.pdf | Sample Report: https://service.shl.com/docs/Universal Competency Report 2.0 Brazilian Portuguese.pdf | Sample Report: https://service.shl.com/docs/Universal Competency Report 2.0 Thai.pdf
OPQ User and Managers Report,https://www.shl.com/solutions/products/product-catalog/view/opq-user-and-managers-report/,Yes,No,,Personality & Behavior,"This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work.  The Manager's Report describes the individual's personal style in narrative text that can be given directly to a line manager.
These reports can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information.",Sample Report: https://service.shl.com/docs/OPQ32 Users and Managers Report v2 English International.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users and Managers Report v2 Danish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users and Managers Report v2 Finnish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users and Managers Report v2 French.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users and Managers Report v2 Italian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users and Managers Report v2 Norwegian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users and Managers Report v2 Portuguese.pdf
OPQ User Report,https://www.shl.com/solutions/products/product-catalog/view/opq-user-report/,Yes,No,,"Personality & Behavior, Simulations","This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work.  It can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information.",Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 English International.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 French (Canada).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 Spanish (North America).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 English (US).pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 Danish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 Dutch.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 Finnish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 French.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 German.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 Italian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 Norwegian.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 Portuguese.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 Spanish.pdf | Sample Report: https://service.shl.com/docs/OPQ32 Users Report Std V2 Portuguese (Brazil).pdf
Oracle DBA (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-dba-advanced-level-new/,Yes,No,12 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network configuration and data warehouse management.",Product Fact Sheet: https://service.shl.com/docs/Oracle DBA (Advanced Level) (New).pdf
Oracle DBA (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-dba-entry-level-new/,Yes,No,12 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration.",Product Fact Sheet: https://service.shl.com/docs/Oracle DBA (Entry Level) (New).pdf
Oracle PL/SQL (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-plsql-new/,Yes,No,11 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features.",Product Fact Sheet: https://service.shl.com/docs/Oracle PL_SQL (New).pdf
Oracle WebLogic Server (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-weblogic-server-new/,Yes,No,7 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and deployment.",Product Fact Sheet: https://service.shl.com/docs/Oracle WebLogic Server (New).pdf
Organic Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/organic-chemistry-new/,Yes,No,10 minutes,Knowledge & Skills,Multi-choice test that measures the knowledge of the basic concepts in organic chemistry.,Product Fact Sheet: https://service.shl.com/docs/Organic Chemistry (New).pdf
Paint Technology (New),https://www.shl.com/solutions/products/product-catalog/view/paint-technology-new/,Yes,No,7 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications.",Product Fact Sheet: https://service.shl.com/docs/Paint Technology (New).pdf
Pediatrics (New),https://www.shl.com/solutions/products/product-catalog/view/pediatrics-new/,Yes,No,5 minutes,Knowledge & Skills,"Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them.",Product Fact Sheet: https://service.shl.com/docs/Pediatrics (New).pdf
Pega Development (New),https://www.shl.com/solutions/products/product-catalog/view/pega-development-new/,Yes,No,17 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external systems, frameworks, applications and performance.",Product Fact Sheet: https://service.shl.com/docs/Pega Development (New).pdf
Perl (New),https://www.shl.com/solutions/products/product-catalog/view/perl-new/,Yes,No,9 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc.",Product Fact Sheet: https://service.shl.com/docs/Perl (New).pdf
Petrochemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/petrochemical-engineering-new/,Yes,No,7 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and processing.",Product Fact Sheet: https://service.shl.com/docs/Petrochemical Engineering (New).pdf
